Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,A01,48h,10,15hHB101_20200813,DMSO,1,fenbendazole,0,20200805,serial; see notes,JU775,1,,,
p032,G04,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CB4856,1,,,
p032,G05,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,MY16,1,,,
p032,G06,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,DL238,1,,,
p032,G07,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,JU775,1,,,
p032,G08,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CX11314,1,,,
p032,G09,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,PD1074,1,,,
p032,G10,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CB4856,1,,,
p032,G11,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,MY16,1,,,
p032,G12,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,DL238,1,,,
p032,H01,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,JU775,1,,,
p032,H02,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CX11314,1,,,
p032,H03,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,PD1074,1,,,
p032,H04,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CB4856,1,,,
p032,H05,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,MY16,1,,,
p032,H06,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,DL238,1,,,
p032,H07,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,JU775,1,,,
p032,H08,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CX11314,1,,,
p032,H09,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,PD1074,1,,,
p032,H10,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CB4856,1,,,
p032,H11,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,MY16,1,,,
p032,H12,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,DL238,1,,,
p033,A01,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,DL238,2,,,
p033,A02,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,MY16,2,,,
p033,A03,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CB4856,2,,,
p033,A04,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,PD1074,2,,,
p033,A05,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CX11314,2,,,
p033,A06,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,JU775,2,,,
p033,A07,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,DL238,2,,,
p033,A08,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,MY16,2,,,
p033,A09,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CB4856,2,,,
p033,A10,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,PD1074,2,,,
p033,A11,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CX11314,2,,,
p033,A12,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,JU775,2,,,
p033,B01,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,DL238,2,,,
p033,B02,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,MY16,2,,,
p033,B03,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CB4856,2,,,
p033,B04,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,PD1074,2,,,
p033,B05,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CX11314,2,,,
p033,B06,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,JU775,2,,,
p033,B07,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,DL238,2,,,
p033,B08,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,MY16,2,,,
p033,B09,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CB4856,2,,,
p033,B10,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,PD1074,2,,,
p033,B11,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CX11314,2,,,
p033,B12,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,JU775,2,,,
p033,C01,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,DL238,2,,,
p033,C02,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,MY16,2,,,
p033,C03,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CB4856,2,,,
p033,C04,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,PD1074,2,,,
p033,C05,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CX11314,2,,,
p033,C06,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,JU775,2,,,
p033,C07,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,DL238,2,,,
p033,C08,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,MY16,2,,,
p033,C09,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CB4856,2,,,
p033,C10,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,PD1074,2,,,
p033,C11,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CX11314,2,,,
p033,C12,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,JU775,2,,,
p033,D01,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,DL238,2,,,
p033,D02,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,MY16,2,,,
p033,D03,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CB4856,2,,,
p033,D04,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,PD1074,2,,,
p033,D05,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CX11314,2,,,
p033,D06,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,JU775,2,,,
p033,D07,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,DL238,2,,,
p033,D08,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,MY16,2,,,
p033,D09,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CB4856,2,,,
p033,D10,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,PD1074,2,,,
p033,D11,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CX11314,2,,,
p033,D12,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,JU775,2,,,
p033,E01,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,DL238,2,,,
p033,E02,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,MY16,2,,,
p033,E03,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CB4856,2,,,
p033,E04,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,PD1074,2,,,
p033,E05,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CX11314,2,,,
p033,E06,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,JU775,2,,,
p033,E07,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,DL238,2,,,
p033,E08,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,MY16,2,,,
p033,E09,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CB4856,2,,,
p033,E10,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,PD1074,2,,,
p033,E11,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CX11314,2,,,
p033,E12,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,JU775,2,,,
p033,F01,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,DL238,2,,,
p033,F02,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,MY16,2,,,
p033,F03,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CB4856,2,,,
p033,F04,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,PD1074,2,,,
p033,F05,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CX11314,2,,,
p033,F06,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,JU775,2,,,
p033,F07,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,DL238,2,,,
p033,F08,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,MY16,2,,,
p033,F09,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CB4856,2,,,
p033,F10,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,PD1074,2,,,
p033,F11,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CX11314,2,,,
p033,F12,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,JU775,2,,,
p033,G01,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,DL238,2,,,
p033,G02,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,MY16,2,,,
p033,G03,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CB4856,2,,,
p033,G04,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,PD1074,2,,,
p033,G05,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CX11314,2,,,
p033,G06,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,JU775,2,,,
p033,G07,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,DL238,2,,,
p033,G08,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,MY16,2,,,
p033,G09,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CB4856,2,,,
p033,G10,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,PD1074,2,,,
p033,G11,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CX11314,2,,,
p033,G12,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,JU775,2,,,
p033,H01,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,DL238,2,,,
p033,H02,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,MY16,2,,,
p033,H03,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CB4856,2,,,
p033,H04,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,PD1074,2,,,
p033,H05,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CX11314,2,,,
p033,H06,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,JU775,2,,,
p033,H07,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,DL238,2,,,
p033,H08,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,MY16,2,,,
p033,H09,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CB4856,2,,,
p033,H10,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,PD1074,2,,,
p033,H11,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CX11314,2,,,
p033,H12,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,JU775,2,,,
p034,A01,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,DL238,2,,,
p034,A02,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,MY16,2,,,
p034,A03,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CB4856,2,,,
p034,A04,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,PD1074,2,,,
p034,A05,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CX11314,2,,,
p034,A06,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,JU775,2,,,
p034,A07,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,DL238,2,,,
p034,A08,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,MY16,2,,,
p034,A09,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CB4856,2,,,
p034,A10,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,PD1074,2,,,
p034,A11,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CX11314,2,,,
p034,A12,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,JU775,2,,,
p034,B01,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,DL238,2,,,
p034,B02,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,MY16,2,,,
p034,B03,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CB4856,2,,,
p034,B04,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,PD1074,2,,,
p034,B05,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CX11314,2,,,
p034,B06,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,JU775,2,,,
p034,B07,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,DL238,2,,,
p034,B08,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,MY16,2,,,
p034,B09,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CB4856,2,,,
p034,B10,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,PD1074,2,,,
p034,B11,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CX11314,2,,,
p034,B12,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,JU775,2,,,
p034,C01,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,DL238,2,,,
p034,C02,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,MY16,2,,,
p034,C03,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CB4856,2,,,
p034,C04,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,PD1074,2,,,
p034,C05,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CX11314,2,,,
p034,C06,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,JU775,2,,,
p034,C07,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,DL238,2,,,
p034,C08,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,MY16,2,,,
p034,C09,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CB4856,2,,,
p034,C10,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,PD1074,2,,,
p034,C11,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CX11314,2,,,
p034,C12,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,JU775,2,,,
p034,D01,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,DL238,2,,,
p034,D02,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,MY16,2,,,
p034,D03,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CB4856,2,,,
p034,D04,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,PD1074,2,,,
p034,D05,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CX11314,2,,,
p034,D06,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,JU775,2,,,
p034,D07,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,DL238,2,,,
p034,D08,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,MY16,2,,,
p034,D09,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CB4856,2,,,
p034,D10,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,PD1074,2,,,
p034,D11,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,CX11314,2,,,
p034,D12,48h,10,15hHB101_20200813,DMSO,1,benomyl,4.26883,20200805,serial; see notes,JU775,2,,,
p034,E01,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,DL238,2,,,
p034,E02,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,MY16,2,,,
p034,E03,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CB4856,2,,,
p034,E04,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,PD1074,2,,,
p034,E05,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CX11314,2,,,
p034,E06,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,JU775,2,,,
p034,E07,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,DL238,2,,,
p034,E08,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,MY16,2,,,
p034,E09,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CB4856,2,,,
p034,E10,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,PD1074,2,,,
p034,E11,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,CX11314,2,,,
p034,E12,48h,10,15hHB101_20200813,DMSO,1,benomyl,9.39144,20200805,serial; see notes,JU775,2,,,
p034,F01,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,DL238,2,,,
p034,F02,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,MY16,2,,,
p034,F03,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CB4856,2,,,
p034,F04,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,PD1074,2,,,
p034,F05,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CX11314,2,,,
p034,F06,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,JU775,2,,,
p034,F07,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,DL238,2,,,
p034,F08,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,MY16,2,,,
p034,F09,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CB4856,2,,,
p034,F10,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,PD1074,2,,,
p034,F11,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,CX11314,2,,,
p034,F12,48h,10,15hHB101_20200813,DMSO,1,benomyl,20.66116,20200805,serial; see notes,JU775,2,,,
p034,G01,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,DL238,2,,,
p034,G02,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,MY16,2,,,
p034,G03,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CB4856,2,,,
p034,G04,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,PD1074,2,,,
p034,G05,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CX11314,2,,,
p034,G06,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,JU775,2,,,
p034,G07,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,DL238,2,,,
p034,G08,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,MY16,2,,,
p034,G09,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CB4856,2,,,
p034,G10,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,PD1074,2,,,
p034,G11,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,CX11314,2,,,
p034,G12,48h,10,15hHB101_20200813,DMSO,1,benomyl,45.45455,20200805,serial; see notes,JU775,2,,,
p034,H01,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,DL238,2,,,
p034,H02,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,MY16,2,,,
p034,H03,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CB4856,2,,,
p034,H04,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,PD1074,2,,,
p034,H05,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CX11314,2,,,
p034,H06,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,JU775,2,,,
p034,H07,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,DL238,2,,,
p034,H08,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,MY16,2,,,
p034,H09,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CB4856,2,,,
p034,H10,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,PD1074,2,,,
p034,H11,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,CX11314,2,,,
p034,H12,48h,10,15hHB101_20200813,DMSO,1,benomyl,100,20200805,serial; see notes,JU775,2,,,
p035,A01,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,PD1074,3,,,
p035,A02,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CX11314,3,,,
p035,A03,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,JU775,3,,,
p035,A04,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,DL238,3,,,
p035,A05,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,MY16,3,,,
p035,A06,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CB4856,3,,,
p035,A07,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,PD1074,3,,,
p035,A08,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CX11314,3,,,
p035,A09,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,JU775,3,,,
p035,A10,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,DL238,3,,,
p035,A11,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,MY16,3,,,
p035,A12,48h,10,15hHB101_20200813,DMSO,1,benomyl,0,20200805,serial; see notes,CB4856,3,,,
p035,B01,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,PD1074,3,,,
p035,B02,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CX11314,3,,,
p035,B03,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,JU775,3,,,
p035,B04,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,DL238,3,,,
p035,B05,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,MY16,3,,,
p035,B06,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CB4856,3,,,
p035,B07,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,PD1074,3,,,
p035,B08,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CX11314,3,,,
p035,B09,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,JU775,3,,,
p035,B10,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,DL238,3,,,
p035,B11,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,MY16,3,,,
p035,B12,48h,10,15hHB101_20200813,DMSO,1,benomyl,0.88199,20200805,serial; see notes,CB4856,3,,,
p035,C01,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,PD1074,3,,,
p035,C02,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,CX11314,3,,,
p035,C03,48h,10,15hHB101_20200813,DMSO,1,benomyl,1.94038,20200805,serial; see notes,JU775,3,,,
