Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,A01,48h,10,15hHB101_20200813,DMSO,1,ivermectin,0,20200805,serial; see notes,JU775,1,,,
p019,F07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,JU775,1,,,
p019,F08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CX11314,1,,,
p019,F09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,PD1074,1,,,
p019,F10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CB4856,1,,,
p019,F11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,MY16,1,,,
p019,F12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,DL238,1,,,
p019,G01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,JU775,1,,,
p019,G02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CX11314,1,,,
p019,G03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,PD1074,1,,,
p019,G04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CB4856,1,,,
p019,G05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,MY16,1,,,
p019,G06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,DL238,1,,,
p019,G07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,JU775,1,,,
p019,G08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CX11314,1,,,
p019,G09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,PD1074,1,,,
p019,G10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CB4856,1,,,
p019,G11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,MY16,1,,,
p019,G12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,DL238,1,,,
p019,H01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,JU775,1,,,
p019,H02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CX11314,1,,,
p019,H03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,PD1074,1,,,
p019,H04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CB4856,1,,,
p019,H05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,MY16,1,,,
p019,H06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,DL238,1,,,
p019,H07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,JU775,1,,,
p019,H08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CX11314,1,,,
p019,H09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,PD1074,1,,,
p019,H10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CB4856,1,,,
p019,H11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,MY16,1,,,
p019,H12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,DL238,1,,,
p020,A01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,JU775,1,,,
p020,A02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CX11314,1,,,
p020,A03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,PD1074,1,,,
p020,A04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CB4856,1,,,
p020,A05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,MY16,1,,,
p020,A06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,DL238,1,,,
p020,A07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,JU775,1,,,
p020,A08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CX11314,1,,,
p020,A09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,PD1074,1,,,
p020,A10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CB4856,1,,,
p020,A11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,MY16,1,,,
p020,A12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,DL238,1,,,
p020,B01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,JU775,1,,,
p020,B02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CX11314,1,,,
p020,B03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,PD1074,1,,,
p020,B04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CB4856,1,,,
p020,B05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,MY16,1,,,
p020,B06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,DL238,1,,,
p020,B07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,JU775,1,,,
p020,B08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CX11314,1,,,
p020,B09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,PD1074,1,,,
p020,B10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CB4856,1,,,
p020,B11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,MY16,1,,,
p020,B12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,DL238,1,,,
p020,C01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,JU775,1,,,
p020,C02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CX11314,1,,,
p020,C03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,PD1074,1,,,
p020,C04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CB4856,1,,,
p020,C05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,MY16,1,,,
p020,C06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,DL238,1,,,
p020,C07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,JU775,1,,,
p020,C08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CX11314,1,,,
p020,C09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,PD1074,1,,,
p020,C10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CB4856,1,,,
p020,C11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,MY16,1,,,
p020,C12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,DL238,1,,,
p020,D01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,JU775,1,,,
p020,D02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CX11314,1,,,
p020,D03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,PD1074,1,,,
p020,D04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CB4856,1,,,
p020,D05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,MY16,1,,,
p020,D06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,DL238,1,,,
p020,D07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,JU775,1,,,
p020,D08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CX11314,1,,,
p020,D09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,PD1074,1,,,
p020,D10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CB4856,1,,,
p020,D11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,MY16,1,,,
p020,D12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,DL238,1,,,
p020,E01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,JU775,1,,,
p020,E02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CX11314,1,,,
p020,E03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,PD1074,1,,,
p020,E04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CB4856,1,,,
p020,E05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,MY16,1,,,
p020,E06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,DL238,1,,,
p020,E07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,JU775,1,,,
p020,E08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CX11314,1,,,
p020,E09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,PD1074,1,,,
p020,E10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CB4856,1,,,
p020,E11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,MY16,1,,,
p020,E12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,DL238,1,,,
p020,F01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,JU775,1,,,
p020,F02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CX11314,1,,,
p020,F03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,PD1074,1,,,
p020,F04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CB4856,1,,,
p020,F05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,MY16,1,,,
p020,F06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,DL238,1,,,
p020,F07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,JU775,1,,,
p020,F08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CX11314,1,,,
p020,F09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,PD1074,1,,,
p020,F10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CB4856,1,,,
p020,F11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,MY16,1,,,
p020,F12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,DL238,1,,,
p020,G01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,JU775,1,,,
p020,G02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CX11314,1,,,
p020,G03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,PD1074,1,,,
p020,G04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CB4856,1,,,
p020,G05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,MY16,1,,,
p020,G06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,DL238,1,,,
p020,G07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,JU775,1,,,
p020,G08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CX11314,1,,,
p020,G09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,PD1074,1,,,
p020,G10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CB4856,1,,,
p020,G11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,MY16,1,,,
p020,G12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,DL238,1,,,
p020,H01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,JU775,1,,,
p020,H02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CX11314,1,,,
p020,H03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,PD1074,1,,,
p020,H04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CB4856,1,,,
p020,H05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,MY16,1,,,
p020,H06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,DL238,1,,,
p020,H07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,JU775,1,,,
p020,H08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CX11314,1,,,
p020,H09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,PD1074,1,,,
p020,H10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CB4856,1,,,
p020,H11,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,MY16,1,,,
p020,H12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,DL238,1,,,
p021,A01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,DL238,2,,,
p021,A02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,MY16,2,,,
p021,A03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CB4856,2,,,
p021,A04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,PD1074,2,,,
p021,A05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CX11314,2,,,
p021,A06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,JU775,2,,,
p021,A07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,DL238,2,,,
p021,A08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,MY16,2,,,
p021,A09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CB4856,2,,,
p021,A10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,PD1074,2,,,
p021,A12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,JU775,2,,,
p021,B01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,DL238,2,,,
p021,B02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,MY16,2,,,
p021,B03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CB4856,2,,,
p021,B04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,PD1074,2,,,
p021,B05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CX11314,2,,,
p021,B06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,JU775,2,,,
p021,B07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,DL238,2,,,
p021,B08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,MY16,2,,,
p021,B09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CB4856,2,,,
p021,B10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,PD1074,2,,,
p021,B12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,JU775,2,,,
p021,C01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,DL238,2,,,
p021,C02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,MY16,2,,,
p021,C03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CB4856,2,,,
p021,C04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,PD1074,2,,,
p021,C05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CX11314,2,,,
p021,C06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,JU775,2,,,
p021,C07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,DL238,2,,,
p021,C08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,MY16,2,,,
p021,C09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,CB4856,2,,,
p021,C10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,PD1074,2,,,
p021,C12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.09427,20200805,serial; see notes,JU775,2,,,
p021,D01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,DL238,2,,,
p021,D02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,MY16,2,,,
p021,D03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CB4856,2,,,
p021,D04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,PD1074,2,,,
p021,D05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CX11314,2,,,
p021,D06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,JU775,2,,,
p021,D07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,DL238,2,,,
p021,D08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,MY16,2,,,
p021,D09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,CB4856,2,,,
p021,D10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,PD1074,2,,,
p021,D12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.12254,20200805,serial; see notes,JU775,2,,,
p021,E01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,DL238,2,,,
p021,E02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,MY16,2,,,
p021,E03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CB4856,2,,,
p021,E04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,PD1074,2,,,
p021,E05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CX11314,2,,,
p021,E06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,JU775,2,,,
p021,E07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,DL238,2,,,
p021,E08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,MY16,2,,,
p021,E09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,CB4856,2,,,
p021,E10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,PD1074,2,,,
p021,E12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.15931,20200805,serial; see notes,JU775,2,,,
p021,F01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,DL238,2,,,
p021,F02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,MY16,2,,,
p021,F03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CB4856,2,,,
p021,F04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,PD1074,2,,,
p021,F05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CX11314,2,,,
p021,F06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,JU775,2,,,
p021,F07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,DL238,2,,,
p021,F08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,MY16,2,,,
p021,F09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,CB4856,2,,,
p021,F10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,PD1074,2,,,
p021,F12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.2071,20200805,serial; see notes,JU775,2,,,
p021,G01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,DL238,2,,,
p021,G02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,MY16,2,,,
p021,G03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CB4856,2,,,
p021,G04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,PD1074,2,,,
p021,G05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CX11314,2,,,
p021,G06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,JU775,2,,,
p021,G07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,DL238,2,,,
p021,G08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,MY16,2,,,
p021,G09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,CB4856,2,,,
p021,G10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,PD1074,2,,,
p021,G12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.26923,20200805,serial; see notes,JU775,2,,,
p021,H01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,DL238,2,,,
p021,H02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,MY16,2,,,
p021,H03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CB4856,2,,,
p021,H04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,PD1074,2,,,
p021,H05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CX11314,2,,,
p021,H06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,JU775,2,,,
p021,H07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,DL238,2,,,
p021,H08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,MY16,2,,,
p021,H09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,CB4856,2,,,
p021,H10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,PD1074,2,,,
p021,H12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.35,20200805,serial; see notes,JU775,2,,,
p022,A01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,DL238,2,,,
p022,A02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,MY16,2,,,
p022,A03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CB4856,2,,,
p022,A04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,PD1074,2,,,
p022,A05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CX11314,2,,,
p022,A06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,JU775,2,,,
p022,A07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,DL238,2,,,
p022,A08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,MY16,2,,,
p022,A09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,CB4856,2,,,
p022,A10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,PD1074,2,,,
p022,A12,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0,20200805,serial; see notes,JU775,2,,,
p022,B01,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,DL238,2,,,
p022,B02,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,MY16,2,,,
p022,B03,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CB4856,2,,,
p022,B04,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,PD1074,2,,,
p022,B05,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CX11314,2,,,
p022,B06,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,JU775,2,,,
p022,B07,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,DL238,2,,,
p022,B08,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,MY16,2,,,
p022,B09,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,CB4856,2,,,
p022,B10,48h,10,15hHB101_20200813,DMSO,1,milbemycin,0.07251,20200805,serial; see notes,PD1074,2,,,
